id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
9175,men,apparel,bottomwear,other,blue,fall,2011.0,casual,locomotive men banks blue jeans
53584,men,accessories,watches,watches,white,winter,2016.0,casual,q&q men white dial watch
40599,women,apparel,topwear,other,brown,summer,2012.0,ethnic,aurelia women brown kurti
17797,men,apparel,topwear,tshirts,blue,fall,2011.0,casual,chhota bheem kids boy laddoo feast turquoise tshirt
18274,women,apparel,topwear,kurtas,purple,fall,2011.0,ethnic,aneri women niti purple kurta
55951,women,personal care,other,other,brown,spring,2017.0,casual,colorbar ignite nail lacquer 05
40154,boys,apparel,topwear,tshirts,green,summer,2012.0,casual,gini and jony boys rugby green t-shirt
19554,men,apparel,topwear,tshirts,navy blue,fall,2011.0,casual,united colors of benetton men solid navy blue tshirt
48593,women,accessories,jewellery,other,silver,summer,2012.0,casual,lucera women silver earrings
34683,boys,apparel,topwear,tshirts,red,summer,2012.0,casual,allen solly kids boys red t-shirt
7116,unisex,accessories,bags,other,black,winter,2015.0,casual,wildcraft unisex black duffel bag
54958,boys,apparel,topwear,tshirts,green,summer,2012.0,casual,do u speak green boys green t-shirt
7294,men,apparel,topwear,tshirts,yellow,summer,2011.0,casual,free authority men's tattoo gun lime yellow t-shirt
3449,unisex,accessories,other,other,black,summer,2011.0,sports,adidas kids unisex pune warriors black cap
33498,men,apparel,bottomwear,other,blue,summer,2012.0,casual,doodle kids boy printed blue shorts
24788,women,accessories,belts,belts,black,winter,2015.0,casual,lino perros women ladies belts black black belts
30249,men,footwear,flip flops,flip flops,other,summer,2012.0,casual,numero uno men orange flip flops
57136,women,apparel,bottomwear,other,black,summer,2012.0,casual,elle women black trousers
18629,women,apparel,topwear,tshirts,white,summer,2011.0,casual,puma women graphic  white tshirt
4827,men,apparel,bottomwear,other,black,summer,2011.0,sports,adidas men's woven black white track pant
14630,women,apparel,bottomwear,other,brown,fall,2011.0,casual,united colors of benetton women check brown skirts
42681,women,apparel,topwear,kurtas,blue,summer,2012.0,ethnic,alma women blue kurta
43334,women,accessories,bags,handbags,maroon,spring,2013.0,casual,murcia women maroon handbag
42417,unisex,accessories,other,other,purple,summer,2012.0,casual,american tourister unisex purple messenger bag
28304,men,accessories,eyewear,sunglasses,other,winter,2016.0,casual,fastrack men pale gold sunglasses
18512,men,apparel,topwear,other,red,fall,2011.0,casual,c vox men red jacket
14165,men,accessories,belts,belts,black,fall,2011.0,formal,belmonte men snake skin look black belts
47692,women,accessories,bags,handbags,other,summer,2012.0,casual,murcia women olive handbag
34569,women,apparel,topwear,tops,grey,summer,2012.0,casual,tonga women printed grey top
28075,men,apparel,innerwear,other,blue,summer,2016.0,casual,jockey mc men blue midway classic trunks 1101
35201,unisex,accessories,bags,other,blue,summer,2015.0,casual,wildcraft unisex blue & grey backpack
35015,women,accessories,other,other,other,summer,2012.0,casual,fabindia women cream printed stole
7420,women,apparel,topwear,kurtas,white,summer,2011.0,ethnic,w women u neck short sleeve white kurta
34170,boys,apparel,topwear,tshirts,blue,summer,2012.0,casual,gini and jony boys printed blue t-shirt
23339,men,footwear,shoes,sports shoes,grey,fall,2010.0,sports,reebok men negotiator grey sport shoes
19505,men,accessories,belts,belts,black,fall,2011.0,casual,wrangler textured men black belts
32187,men,footwear,flip flops,flip flops,grey,summer,2012.0,casual,adidas men raggmo grey flip flops
9590,men,apparel,topwear,shirts,white,fall,2011.0,formal,indigo nation men cotton white shirts
10384,women,accessories,watches,watches,purple,winter,2016.0,casual,puma women fluctuation stones 159 blue watch
49638,women,apparel,topwear,tops,pink,summer,2012.0,casual,mineral women pink top
46822,women,footwear,shoes,heels,other,winter,2015.0,casual,catwalk women multicoloured heels
22748,women,apparel,topwear,kurtas,blue,fall,2011.0,ethnic,biba women printed blue kurta
11360,women,apparel,topwear,tops,white,fall,2011.0,casual,united colors of benetton women light winter white tops
7692,women,apparel,topwear,tshirts,red,fall,2011.0,casual,urban yoga women's ganesha red t-shirt
9357,men,accessories,socks,other,white,fall,2011.0,casual,puma men sport pack of 3 socks
35467,women,footwear,shoes,heels,gold,winter,2015.0,casual,catwalk women stud gold sandals
56016,women,personal care,other,other,other,spring,2017.0,casual,colorbar soft touch citrine lipstick 040
20869,men,footwear,sandal,sandals,brown,fall,2011.0,casual,fila men camper brown sandals
33028,women,apparel,topwear,kurtas,blue,summer,2012.0,ethnic,mother earth women printed blue kurta
34303,women,accessories,other,other,other,summer,2012.0,ethnic,fabindia women mauve stole
56278,women,apparel,innerwear,other,other,summer,2017.0,casual,biara skin coloured everyday support bra mw 1002
36710,men,accessories,other,other,red,spring,2017.0,casual,ferrari men perfume
17450,men,accessories,watches,watches,other,winter,2016.0,casual,casio enticer men silver-toned analogue watch bs014
3344,men,apparel,topwear,tshirts,navy blue,summer,2011.0,casual,myntra men's yet despite navy blue t-shirt
55358,women,personal care,other,other,brown,spring,2017.0,casual,revlon brazil nut brown nail polish 385
38962,unisex,accessories,bags,other,grey,winter,2018.0,travel,wildcraft unisex grey & green rucksack
15737,men,footwear,shoes,sports shoes,black,spring,2013.0,sports,nike men air  quick handle black sports shoes
5920,women,footwear,shoes,casual shoes,white,summer,2011.0,casual,adidas women daily white purple shoe
3200,men,apparel,topwear,tshirts,green,summer,2011.0,casual,tantra men's cool green t-shirt
21110,men,apparel,topwear,other,other,fall,2011.0,casual,s.oliver men solid charcoal sweater
23817,unisex,footwear,flip flops,flip flops,black,fall,2011.0,casual,puma unisex black wave flip flops
32751,men,footwear,shoes,casual shoes,black,summer,2012.0,casual,fila men liga ii black shoes
31781,men,apparel,topwear,shirts,red,summer,2012.0,casual,lee men henry red check shirt
32853,women,footwear,shoes,heels,green,winter,2012.0,casual,grendha women claudia green flats
27936,women,apparel,bottomwear,other,grey,summer,2012.0,casual,jealous 21 women grey magic colour jeans
11272,men,apparel,topwear,tshirts,red,fall,2011.0,sports,nike men cricket red tshirt
51024,women,apparel,innerwear,other,other,summer,2017.0,casual,enamor cream smooth bra
45277,women,accessories,wallets,wallets,brown,summer,2012.0,casual,lino perros women brown wallet
26733,men,personal care,fragrance,other,gold,spring,2017.0,casual,reebok men chennai super kings deo
15746,men,footwear,shoes,sports shoes,white,spring,2013.0,sports,nike men ballista ii white sports shoes
18619,men,apparel,topwear,tshirts,white,fall,2011.0,casual,puma men team essential polo white tshirts
13268,women,apparel,topwear,tops,pink,fall,2011.0,casual,palm tree kids girls printed pink tops
36309,unisex,footwear,flip flops,flip flops,red,summer,2012.0,casual,strapless unisex red flip flops
30909,women,apparel,topwear,tops,green,summer,2012.0,ethnic,fabindia women striped green top
1580,women,apparel,bottomwear,other,black,fall,2010.0,sports,nabaiji women cross-back swimsuit
48886,women,accessories,jewellery,other,silver,summer,2013.0,casual,lucera women silver pendant with chain
7020,men,apparel,topwear,tshirts,black,summer,2011.0,casual,classic polo men's combo pack of 2 black and white t-shirt
36706,women,personal care,fragrance,other,beige,spring,2017.0,casual,burberry women touch perfume
12868,men,footwear,shoes,other,black,spring,2012.0,formal,lee cooper men formal black shoes
48127,women,accessories,wallets,wallets,brown,winter,2016.0,casual,fossil women brown wallet
9493,unisex,accessories,bags,other,black,fall,2011.0,casual,puma unisex grit black backpacks
27481,women,apparel,innerwear,other,beige,winter,2015.0,casual,jockey essence beige bra 2004
4311,unisex,apparel,topwear,tshirts,green,summer,2011.0,casual,tantra kid's unisex muscle man green kidswear
57595,women,personal care,other,other,brown,spring,2017.0,casual,lotus herbals moistpetals blossom lipstick 142
5261,unisex,accessories,bags,other,other,summer,2017.0,casual,wildcraft unisex orange & grey printed laptop backpack
22696,men,footwear,flip flops,flip flops,other,summer,2011.0,casual,nike men splash  orange flip flops
17187,men,apparel,topwear,shirts,navy blue,winter,2016.0,casual,u.s. polo assn. men checks navy blue shirt
19272,men,accessories,watches,watches,silver,winter,2016.0,casual,guess men boulevard silver watch
30295,men,apparel,topwear,tshirts,other,summer,2012.0,casual,myntra men planet off white t-shirt
34541,men,footwear,shoes,casual shoes,navy blue,winter,2018.0,casual,red tape men navy blue shoes
30681,men,accessories,eyewear,sunglasses,black,winter,2016.0,casual,park avenue men black sunglasses
50431,unisex,accessories,bags,handbags,other,summer,2012.0,casual,lino perros unisex khaki bag
8012,men,apparel,topwear,tshirts,green,fall,2011.0,sports,fila men's round neck green black t-shirt
29369,men,apparel,topwear,shirts,other,summer,2012.0,formal,genesis men check lavender shirt
52905,women,apparel,other,other,yellow,fall,2012.0,ethnic,fnf yellow and red printed bandhani sari
9537,men,apparel,topwear,tshirts,black,summer,2011.0,sports,nike men as goaline ss black t-shirts
38432,women,accessories,bags,other,red,summer,2012.0,casual,baggit women red affair hoor mobile pouch
28901,women,apparel,innerwear,briefs,purple,fall,2012.0,casual,enamor women purple briefs
48867,women,accessories,jewellery,other,silver,summer,2012.0,casual,lucera women silver pendant with chain
22859,men,footwear,shoes,casual shoes,other,summer,2016.0,casual,woodland men khaki casual shoes
19839,men,apparel,topwear,shirts,brown,fall,2011.0,casual,u.s. polo assn. men check brown shirt
54828,women,accessories,bags,handbags,black,fall,2012.0,casual,ivory tag women black houndstooth sling bag
29052,men,apparel,topwear,tshirts,other,summer,2012.0,casual,adidas men 3 fingers charcoal t-shirt
18372,men,apparel,innerwear,other,black,summer,2016.0,casual,undercolors of benetton men pack of 2 black boxer trunks
43745,women,accessories,jewellery,other,green,summer,2012.0,casual,royal diadem set of 2 green bangles
45100,women,apparel,innerwear,other,pink,summer,2016.0,casual,bw!tch pink rose alba bra
48398,men,apparel,bottomwear,other,blue,summer,2012.0,casual,french connection men blue jeans
29277,women,apparel,topwear,shirts,blue,summer,2012.0,casual,wrangler women salena blue shirt
16017,men,accessories,other,other,black,fall,2011.0,casual,turtle check men black scarf
18447,men,personal care,fragrance,other,white,spring,2017.0,casual,ed hardy love & luck men perfumes
35239,men,accessories,socks,other,black,summer,2012.0,casual,manchester united men black socks
56354,men,personal care,fragrance,other,black,spring,2017.0,casual,nike fragrances men cool paranoia perfume 150 ml
34891,women,accessories,bags,handbags,brown,summer,2012.0,casual,envirosax women brown bag
39188,women,footwear,shoes,heels,black,winter,2015.0,casual,catwalk women black sandals
19924,women,apparel,topwear,tops,brown,summer,2012.0,casual,wrangler women printed brown top
28922,men,accessories,bags,other,black,summer,2012.0,casual,cabarelli men black backpack
23201,men,apparel,topwear,shirts,blue,fall,2011.0,casual,highlander men blue check shirt
20534,women,accessories,wallets,wallets,black,winter,2015.0,casual,baggit women voltage gang black wallet
47371,women,accessories,wallets,wallets,pink,summer,2012.0,casual,baggit women pink border sapera wallet
9572,unisex,accessories,other,other,black,fall,2011.0,casual,puma unisex big cat shoe bag black bags
37093,men,apparel,topwear,tshirts,blue,summer,2012.0,casual,wills lifestyle men blue & green t-shirt
12380,men,apparel,topwear,shirts,blue,fall,2011.0,formal,reid & taylor men stripes blue shirts
35326,women,accessories,jewellery,other,silver,winter,2016.0,ethnic,fabindia women anusuya silver earrings
11029,women,apparel,topwear,tops,purple,fall,2011.0,casual,jealous 21 women check purple tops
51755,women,footwear,shoes,casual shoes,black,winter,2015.0,casual,catwalk women black shoes
33663,men,footwear,sandal,sandals,brown,summer,2012.0,casual,lotto men caesar cross brown sandals
52751,women,personal care,fragrance,other,pink,spring,2017.0,casual,reebok women reebounce deo
37962,women,footwear,shoes,other,beige,fall,2012.0,casual,clarks women beige & brown leather ballerinas
7369,men,footwear,shoes,casual shoes,brown,winter,2018.0,casual,red tape men's brown casual shoe
17550,men,apparel,topwear,shirts,red,fall,2011.0,formal,mark taylor men red & white striped shirt
53749,women,apparel,bottomwear,other,black,summer,2012.0,casual,adidas women black track pant
33358,men,footwear,shoes,other,brown,summer,2012.0,formal,homme men brown semi formal shoes
48728,women,accessories,jewellery,other,silver,summer,2015.0,casual,lucera women silver earrings
44778,men,footwear,shoes,casual shoes,grey,summer,2012.0,casual,lotto men grey skateboard shoes
25799,women,accessories,bags,handbags,other,summer,2012.0,casual,hidekraft women leather turquoise blue handbag
8300,men,footwear,shoes,sports shoes,white,fall,2011.0,sports,reebok men's premier aztrec 3 white shoe
25754,men,accessories,belts,belts,black,winter,2015.0,casual,lino perros men canvas black belt
11351,men,apparel,bottomwear,other,blue,fall,2011.0,casual,lee men bud pwl blue jeans
16979,men,footwear,flip flops,flip flops,black,fall,2011.0,casual,puma men tango black flip flops
19398,men,apparel,topwear,tshirts,blue,summer,2011.0,sports,adidas men solid blue jersey
43759,women,accessories,jewellery,other,gold,summer,2012.0,ethnic,royal diadem black earrings
4244,men,apparel,topwear,tshirts,navy blue,summer,2011.0,casual,probase men's against all odds navy t-shirt
46581,women,footwear,shoes,heels,black,summer,2016.0,casual,catwalk women black heels
25877,unisex,accessories,bags,other,purple,winter,2015.0,casual,american tourister unisex casual purple backpack
4711,unisex,accessories,watches,watches,black,winter,2016.0,sports,adidas unisex toronto hand black watch
27866,women,apparel,topwear,shirts,purple,summer,2012.0,casual,scullers for her striped purple shirt
4828,men,apparel,bottomwear,other,grey,summer,2011.0,sports,adidas men's cont grey track pant
26630,women,footwear,shoes,other,white,summer,2012.0,casual,puma women winning diva ballerinas
43629,women,apparel,topwear,shirts,black,summer,2012.0,casual,vero moda women black shirt
2150,men,apparel,topwear,tshirts,white,spring,2011.0,casual,basics men yellow striped polo t-shirt
8539,unisex,footwear,flip flops,flip flops,black,fall,2011.0,casual,crocs douet black flip sandals
35578,women,footwear,flip flops,flip flops,red,summer,2013.0,casual,gliders women red flip flops
48173,women,accessories,wallets,wallets,other,winter,2016.0,casual,fossil women multi coloured wallet
19573,men,apparel,bottomwear,other,blue,summer,2011.0,casual,united colors of benetton men solid blue track pants
19336,men,apparel,topwear,other,grey,fall,2011.0,casual,united colors of benetton men solid grey jacket
51163,men,accessories,socks,other,beige,summer,2016.0,casual,raymond men beige socks
9977,unisex,accessories,other,other,black,fall,2011.0,sports,adidas unisex bulls black red cap
59764,women,footwear,shoes,heels,brown,winter,2012.0,casual,rocia women brown wedges
16489,men,apparel,topwear,tshirts,green,fall,2011.0,casual,locomotive men printed forest green tshirt
52682,men,accessories,watches,watches,silver,winter,2016.0,casual,morellato men silver dial watch
56410,men,footwear,shoes,casual shoes,brown,summer,2013.0,casual,gas men brown casual shoes
45167,women,accessories,watches,watches,silver,winter,2016.0,casual,casio enticer women black dial analogue watch a537
36988,women,accessories,bags,other,black,summer,2012.0,casual,lino perros women black clutch
58327,women,footwear,flip flops,flip flops,other,summer,2012.0,casual,lotto women lavender flip flops
21187,men,footwear,flip flops,flip flops,yellow,summer,2011.0,casual,adidas men plugged in yellow flip flops
16547,men,apparel,topwear,shirts,blue,fall,2011.0,casual,basics men blue slim fit checked shirt
48825,women,accessories,jewellery,other,silver,summer,2015.0,casual,lucera women silver pendant
48855,women,accessories,jewellery,other,silver,summer,2012.0,casual,lucera women silver pendant with chain
49907,girls,accessories,watches,watches,yellow,winter,2016.0,casual,q&q kids girls white dial analog watch
49503,men,footwear,shoes,casual shoes,black,summer,2012.0,casual,vans men black casual shoes
2134,men,apparel,topwear,shirts,purple,spring,2011.0,casual,basics men purple slim fit checked shirt
9130,men,footwear,shoes,casual shoes,grey,fall,2011.0,casual,puma men osu nm grey casual shoes
54563,women,apparel,topwear,other,white,summer,2012.0,casual,global desi women white printed tunic
29967,men,accessories,eyewear,sunglasses,other,winter,2016.0,casual,cat men copper sunglasses
31639,men,apparel,topwear,shirts,maroon,summer,2012.0,casual,indigo nation men check maroon shirt
55253,women,personal care,other,other,blue,spring,2017.0,casual,lakme glide on aqua marine eye color
39626,men,footwear,shoes,sports shoes,white,summer,2012.0,sports,nike men air max turnaround low white sports shoes
39267,men,footwear,shoes,casual shoes,beige,winter,2018.0,casual,red chief men beige shoes
49142,women,personal care,other,other,other,spring,2017.0,casual,deborah peach coloured euphoric shine 12 lip gloss
4499,men,footwear,shoes,sports shoes,grey,summer,2011.0,sports,lotto men's chamonix grey shoe
3858,men,apparel,topwear,tshirts,grey,summer,2011.0,casual,ed hardy men's grey bull dog t-shirt
32805,women,footwear,shoes,heels,white,summer,2012.0,casual,ipanema women ritmos white heels
45639,men,apparel,innerwear,briefs,white,summer,2016.0,casual,park avenue men white y front brief
59527,women,accessories,jewellery,other,silver,summer,2013.0,casual,lucera silver earrings
23200,men,apparel,topwear,shirts,green,fall,2011.0,casual,highlander men green check shirt
46599,women,footwear,shoes,heels,other,summer,2012.0,casual,catwalk women tan heels
3550,men,footwear,shoes,casual shoes,brown,winter,2015.0,casual,skechers men's brown lifestyle shoe
34239,men,apparel,topwear,tshirts,white,summer,2013.0,casual,proline men white polo t-shirt
46348,men,apparel,topwear,shirts,blue,summer,2012.0,casual,locomotive men blue check shirt
1566,men,accessories,other,other,black,summer,2011.0,sports,artengo men black cap
43055,men,apparel,topwear,tshirts,white,summer,2012.0,casual,nike men white fff football t-shirt
37478,women,accessories,watches,watches,pink,winter,2016.0,casual,esprit women pink dial watch
11158,men,accessories,other,other,grey,fall,2011.0,formal,indigo nation men stripe grey ties
18446,men,personal care,fragrance,other,white,spring,2017.0,casual,ed hardy natural men perfumes
12692,men,footwear,shoes,sports shoes,black,summer,2012.0,sports,nike men transform black sports shoes
7056,unisex,accessories,bags,other,black,summer,2011.0,sports,nike unisex trng max black backpack
7605,women,footwear,shoes,sports shoes,white,summer,2011.0,sports,nike women's air dict white shoe
12515,men,footwear,shoes,casual shoes,black,winter,2018.0,casual,red tape men black shoes
34064,girls,apparel,dress,other,blue,summer,2012.0,casual,gini and jony girls printed teal dress
59400,women,apparel,topwear,tops,grey,summer,2010.0,casual,tokyo talkies women grey top
2606,men,apparel,topwear,tshirts,black,fall,2010.0,sports,adidas men's crew black t-shirt
7205,women,apparel,topwear,tops,black,fall,2011.0,casual,jealous 21 women shimmery patch black top
32770,men,apparel,topwear,tshirts,yellow,spring,2013.0,casual,music men printed yellow t-shirt
56415,men,footwear,sandal,sandals,other,spring,2013.0,casual,gas men charcoal jungle sandals
11577,women,apparel,topwear,kurtas,other,summer,2011.0,ethnic,w women printed cream kurtas
57005,women,footwear,shoes,other,black,winter,2012.0,ethnic,hm women black sandals
28681,men,apparel,topwear,tshirts,blue,summer,2012.0,casual,proline men blue printed t-shirt
6524,women,apparel,bottomwear,other,blue,summer,2011.0,sports,nike women's tempo blue short
4238,men,apparel,topwear,tshirts,grey,summer,2011.0,casual,probase men's big sound grey t-shirt
15615,men,apparel,topwear,tshirts,red,fall,2011.0,sports,nike men running red jerseys
35042,women,apparel,topwear,kurtas,other,summer,2012.0,ethnic,fabindia women silk cream kurta
11742,men,apparel,topwear,tshirts,navy blue,fall,2011.0,casual,lee men navy blue polo tshirts
48952,men,accessories,jewellery,other,other,summer,2013.0,casual,revv men steel ring
7650,men,apparel,topwear,tshirts,grey,fall,2011.0,sports,puma men's ducati one ups white t-shirt
16927,men,apparel,topwear,other,other,fall,2011.0,casual,spykar men solid charcoal sweaters
39011,girls,apparel,bottomwear,other,blue,summer,2012.0,casual,gini and jony girls happy style blue leggings
39801,men,apparel,topwear,shirts,blue,spring,2013.0,formal,peter england men blue shirt
52491,women,apparel,innerwear,other,black,winter,2015.0,casual,red rose black camisole
15293,unisex,accessories,bags,handbags,blue,fall,2011.0,casual,adidas originals unisex st airline blue bags
37904,unisex,personal care,fragrance,other,gold,spring,2017.0,casual,24 unisex gold perfume
8165,men,apparel,topwear,shirts,purple,summer,2011.0,casual,highlander men purple checked hale slim fit shirt
59541,women,accessories,jewellery,other,silver,summer,2013.0,casual,lucera silver earrings
23120,unisex,footwear,flip flops,flip flops,black,spring,2013.0,casual,converse unisex black basic flip flops
49616,women,footwear,shoes,heels,brown,winter,2015.0,casual,catwalk women brown heels
8145,women,accessories,watches,watches,pink,winter,2016.0,casual,fastrack women analog pink blue watch
11530,men,apparel,topwear,other,green,fall,2011.0,casual,united colors of benetton men light winter green sweatshirts
1977,men,apparel,bottomwear,other,grey,summer,2011.0,casual,tribord mens grey cargo shorts
47605,women,footwear,shoes,heels,other,winter,2012.0,casual,portia women multi coloured wedges
19118,unisex,footwear,flip flops,flip flops,black,fall,2011.0,casual,lotto unisex shine black slippers
44200,women,footwear,flip flops,flip flops,pink,winter,2012.0,casual,ipanema women pink flip flops
5124,women,apparel,topwear,tshirts,green,summer,2011.0,casual,wrangler women short placket green top
12052,men,apparel,topwear,tshirts,white,fall,2011.0,casual,spykar men white polo t-shirts
59900,women,accessories,other,other,other,fall,2012.0,casual,femella women multi coloured scarf
27847,women,apparel,topwear,tshirts,other,summer,2012.0,casual,scullers for her off white t-shirt
33069,men,apparel,topwear,tshirts,blue,summer,2012.0,casual,u.s.polo assn. men blue polo t-shirt
51656,men,accessories,watches,watches,black,winter,2016.0,casual,fossil men black dial chronograph watch ch2737
12930,men,apparel,topwear,tshirts,navy blue,fall,2011.0,casual,classic polo men club navy blue tshirts
42668,women,apparel,topwear,kurtas,green,summer,2012.0,ethnic,alma women green kurta
24512,women,apparel,topwear,kurtas,other,fall,2011.0,ethnic,mother earth women orange printed kurta
8346,men,footwear,shoes,sports shoes,white,fall,2011.0,sports,adidas men slimsoll white sports shoes
27896,women,apparel,topwear,tops,gold,summer,2012.0,casual,scullers for her gold & white top
20768,women,footwear,shoes,heels,black,summer,2011.0,casual,carlton london women classy black heels
31371,men,apparel,topwear,tshirts,navy blue,summer,2012.0,casual,locomotive men printed navy blue t-shirt
3620,women,footwear,flip flops,flip flops,green,summer,2011.0,casual,puma women's coral green white flip flop
17510,men,apparel,topwear,tshirts,white,fall,2011.0,casual,classic polo men stripes white polo t-shirt
37232,men,accessories,wallets,wallets,brown,summer,2012.0,casual,united colors of benetton men leather brown wallet
18832,men,accessories,belts,belts,brown,summer,2011.0,formal,peter england men formal brown belt
26710,men,apparel,topwear,tshirts,white,summer,2012.0,casual,puma men jamaica fun white t-shirt
47517,men,apparel,innerwear,briefs,white,summer,2016.0,casual,facit men white brief
54741,unisex,footwear,shoes,casual shoes,grey,summer,2012.0,casual,vans unisex grey shoes
42427,women,apparel,topwear,kurtas,green,summer,2012.0,ethnic,aurelia women green kurta
42695,women,footwear,shoes,other,gold,winter,2014.0,casual,rocia women gold sandals
21290,women,accessories,eyewear,sunglasses,brown,winter,2016.0,casual,allen solly women oversized sunglasses as205-c3
29098,men,accessories,eyewear,sunglasses,black,winter,2016.0,casual,m tv men black sunglasses
39837,boys,apparel,topwear,tshirts,red,summer,2012.0,casual,palm tree boys striped red t-shirt
45577,men,footwear,sandal,sandals,black,summer,2010.0,casual,arrow men black sandals
25855,women,apparel,topwear,other,red,summer,2012.0,ethnic,diva women printed red kurti
19441,men,accessories,other,other,black,summer,2012.0,casual,quiksilver men casual black gloves
57406,women,apparel,innerwear,briefs,other,winter,2015.0,casual,amante women taupe bikini briefs pgsi01
17858,men,apparel,innerwear,other,maroon,summer,2016.0,casual,levis men boxer maroon trunks
52125,girls,apparel,dress,other,pink,summer,2012.0,casual,doodle girls pink printed dress
28940,women,apparel,topwear,kurtas,pink,summer,2012.0,ethnic,biba women printed pink kurta
45806,women,footwear,shoes,other,brown,summer,2012.0,casual,senorita women brown sandals
42036,men,footwear,flip flops,flip flops,blue,summer,2012.0,casual,nike men blue celso solarsoft thong flip flops
16472,men,apparel,topwear,shirts,blue,fall,2011.0,casual,locomotive men check blue shirt
17751,men,apparel,topwear,shirts,navy blue,fall,2011.0,casual,highlander men stripes navy blue shirt
10883,men,apparel,topwear,tshirts,beige,fall,2011.0,casual,wrangler men american photo print beige t-shirt
25943,women,accessories,other,other,yellow,summer,2012.0,casual,femella women printed yellow scarf
48656,women,accessories,jewellery,other,silver,summer,2013.0,casual,lucera women gold plated silver earrings
31951,men,footwear,shoes,sports shoes,black,summer,2012.0,sports,nike men air maestro flight black sports shoes
51585,women,apparel,bottomwear,other,navy blue,summer,2012.0,casual,wrangler women navy blue giselle jeans
56903,women,footwear,shoes,heels,blue,winter,2012.0,casual,hm women blue heels
17426,men,accessories,watches,watches,white,winter,2016.0,casual,casio edifice men white dial watch ed309
27749,men,accessories,wallets,wallets,black,winter,2015.0,casual,bulchee men black wallet
2845,men,apparel,topwear,tshirts,blue,summer,2011.0,casual,mr.men men's mr.noisy blue t-shirt
15163,men,apparel,topwear,tshirts,other,fall,2012.0,casual,arrow sport men cream polo tshirts
18241,men,apparel,topwear,tshirts,red,fall,2011.0,casual,manchester united men printed red tshirt
15570,boys,apparel,topwear,tshirts,white,fall,2011.0,casual,chhota bheem kids boys flying high tshirt
32864,unisex,accessories,bags,other,pink,summer,2012.0,casual,wildcraft unisex pink & grey backpack
3297,men,footwear,shoes,sports shoes,silver,spring,2011.0,sports,asics men's sport running gel-pulse 2 silver red shoe
22129,men,footwear,shoes,other,brown,fall,2011.0,formal,provogue men brown formal shoes
29029,unisex,accessories,other,other,navy blue,fall,2014.0,casual,adidas unisex corps navy blue cap
58644,women,apparel,topwear,kurtas,red,summer,2012.0,ethnic,alayna women printed red kurta
52426,women,apparel,other,other,blue,winter,2015.0,casual,red rose women blue nightdress
13370,men,footwear,shoes,casual shoes,grey,fall,2011.0,casual,timberland men jeunes grey casual shoes
45673,women,personal care,fragrance,other,blue,spring,2017.0,casual,j. del pozo women halloween perfume
50477,men,apparel,innerwear,briefs,black,winter,2016.0,casual,chromozone men black briefs
40276,men,apparel,bottomwear,other,brown,summer,2012.0,casual,scullers men brown trousers
56021,women,personal care,other,other,other,spring,2017.0,casual,colorbar soft touch venus lipstick 034
25173,women,accessories,bags,handbags,brown,winter,2015.0,casual,lino perros women leatherette brown handbag
45760,men,personal care,fragrance,other,red,spring,2017.0,casual,lomani men desired deo
12939,men,apparel,topwear,shirts,black,fall,2011.0,casual,basics men black slim fit checked shirt
45933,women,accessories,watches,watches,silver,winter,2016.0,casual,maxima women silver dial watch
46274,women,apparel,topwear,tops,other,summer,2012.0,casual,109f women multicoloured printed top
59404,women,apparel,topwear,tops,blue,fall,2012.0,casual,tokyo talkies women blue top
6490,men,footwear,shoes,casual shoes,brown,winter,2018.0,casual,red tape men brown formal shoe
9533,men,apparel,topwear,tshirts,red,summer,2011.0,sports,nike men manus shomest adiumjsy red jerseys
58131,women,accessories,jewellery,other,silver,fall,2012.0,casual,rreverie silver earrings
53979,women,accessories,bags,handbags,black,summer,2012.0,casual,kiara women black handbag
44007,men,personal care,fragrance,other,gold,spring,2017.0,casual,police men gold wings deo
27610,men,apparel,bottomwear,other,grey,summer,2012.0,casual,scullers men grey trousers
43032,men,apparel,topwear,shirts,white,summer,2012.0,casual,scullers men white & navy blue check shirt
52123,girls,apparel,dress,other,pink,summer,2012.0,casual,doodle girls pink printed dress
13545,women,footwear,shoes,other,black,fall,2011.0,casual,carlton london women casual black sandals
56162,women,personal care,other,other,black,spring,2017.0,casual,colorbar i-define midnight black eye liner 007
9015,men,footwear,sandal,sandals,brown,summer,2011.0,casual,id men tim brown floater
10248,women,accessories,bags,handbags,brown,winter,2015.0,casual,murcia women asjke coffee brown handbags
12100,women,apparel,topwear,kurtas,other,fall,2011.0,ethnic,w women multi colour printed kurta
50681,men,apparel,innerwear,other,black,summer,2016.0,casual,chromozome men pack of two trunks
15828,men,apparel,innerwear,other,red,summer,2016.0,casual,facit men square neck red innerwear vest
24028,men,apparel,topwear,tshirts,navy blue,summer,2012.0,casual,locomotive men navy blue printed t-shirt
2107,men,apparel,bottomwear,other,navy blue,fall,2010.0,sports,adidas men's chelsea striped navy shorts
41233,men,footwear,shoes,sports shoes,white,summer,2012.0,sports,puma men white aquil sports shoes
34543,men,footwear,shoes,other,brown,winter,2018.0,formal,red tape men brown formal shoes
20998,women,accessories,belts,belts,grey,winter,2016.0,casual,fastrack women leatherette grey belt
3481,men,apparel,bottomwear,other,black,fall,2010.0,sports,adidas men's black white track pant
